Titel,Untertitel,Author_id,Author,Pubikationsjahr,Schlagwort,Genre,Textausschnitt,Textausschnitt online kostenfrei verfügbar,Sprache
Hinter verzauberten Fenstern,Eine geheimnissvolle Adventsgeschichte,4,Cornelia Funke,2003,Fantasy,Kinderbuch/Jugendliteratur,"sein? Sie hatte sich schon immer gewünscht, mal ein richtiges Geheimnis zu haben. Jetzt hatte sie eins. Und ein Geheimnis musste man geheim halten. »Ich hab heute keine Lust zum Fernsehen«, sagte sie und stand auf. »Ich geh nach oben lesen.« »Ist gut«, sagte Mama, »viel Spaß.« Ollis Augen hingen an ihr wie Kletten. Julia gemächlich die Treppe hinauf. Damit ja keiner auf die Idee kam, sie hätte es eilig. In ihrem Zimmer angekommen, holte sie erst mal ihren Geheimschlüssel aus dem Regal und schloss ab, damit Olli nicht plötzlich wieder in ihrem Zimmer stand. Dann krabbelte sie mit klopfendem Herzen auf ihr Bett und lugte in das offene Fenster. Es war hell wie ein erleuchtetes Fenster in einem echten Haus. Und da hing die Jacke. Rot und grün kariert. Aus der einen Tasche baumelte ein Taschentuchzipfel heraus, und der eine Ärmel hatte einen großen Flicken am Ellbogen. Der, dem sie gehörte, dachte Julia und biss vor Aufregung auf ihren Fingernägeln herum, ist bestimmt hinter dem zweiten Fenster.",nein,de
Tintentod,,4,Cornelia Funke,2007,Fantasy,Kinderbuch/Jugendliteratur,"»Vielleicht hat Resa doch recht!«, flüsterte sie ihm zu, während der Schwarze Prinz nicht verbergen konnte, wie besorgt der Gecko ihn mit blutunterlaufenen Augen anstarrte und selbst er war. >> Vielleicht«, setzte sie kaum hörbar hinzu, »müssen wir wirklich zurück, Mo!<< Sie hatte ihn und Resa streiten hören. Er sah sich unwillkürlich nach Resa um, aber er konnte sie nirgendwo entdecken. Was wirst du nun tun, Mo? Ja, was? Sollte das letzte Lied vom Eichelhäher so lauten: Doch sie fingen den Häher nie, sosehr sie ihn auch suchten. Er ver- schwand spurlos, als hätte es ihn nie gegeben. Das Buch jedoch ließ er zurück, das Leere Buch, das er dem Natternkopf gebunden hatte, und mit ihm unsterbliche Tyrannei. Nein, das durfte nicht das letzte Lied sein. Ach nein, Mortimer? Was dann? Eines Tages aber verriet den Eichelhäher eine Mutter, die um ihre Kinder fürchtete. Und der Häher starb den schlimmsten aller Tode, den je ein Mann auf der Nachtburg gestorben war. War das ein besseres Ende? Gab es ein besseres? >>Komm<< Baptista legte ihm den Arm um die Schulter. »Ich schlage vor, auf die Nachricht betrinken wir uns erst mal. Falls die anderen vom Wein des Hänflings noch etwas übrig gelassen ha- ben. Vergiss den Pfeifer, vergiss den Natternkopf, vergiss die Kinder von Ombra, ertränk sie alle in Rotwein.<< Doch Mo war nicht nach Trinken zumute. Obwohl der Wein vielleicht endlich die Stimme verstummen lassen würde, die er seit dem Streit mit Resa unentwegt in seinem Innern hörte: Ich will nicht zurück! Nein. Noch nicht ...",ja,de
Tintentod,,4,Cornelia Funke,2007,Fantasy,Kinderbuch/Jugendliteratur,"Was sollte sie darauf sagen? »Ja«, murmelte sie schließlich. >>Ganz anders.<< >>Tatsächlich? Farid sagt, es gibt dort Kutschen, die ohne Pferde fahren, und Musik, die aus einem winzigen schwarzen Kasten kommt.<<< Meggie musste lächeln. »Ja, das stimmt«<, sagte sie leise. Doria legte die weiße Blume auf das Grab seiner Schwester und richtete sich auf. >>Stimmt es, dass es in diesem Land auch Flugma- schinen gibt?<< Wie neugierig er sie ansah. »Ich habe mal versucht mir Flügel zu bauen. Ich bin sogar ein Stück damit geflogen, aber nicht sehr weit.<< >>Ja ... Flugmaschinen gibt es dort auch«, antwortete Meggie mit abwesender Stimme. » Resa kann sie für dich zeichnen.<< Mo hatte das Blatt zusammengefaltet, das Orpheus ihm gegeben hatte. Ihre Mutter trat auf ihn zu und begann auf ihn einzureden. Wozu? Er würde nicht auf sie hören. »>Es gibt keinen anderen Weg, Meggie<«<, hatte er nur gesagt, als sie selbst ihn angefleht hatte, nicht auf Orpheus' Angebot einzugehen. »Deine Mutter hat recht. Es ist Zeit, zurückzugehen. Es wird mit jedem Tag gefährlicher.<< Was hätte sie dagegen sagen sollen? Dreimal in den letzten Tagen hatten die Räuber ihr Lager wegen der Patrouillen des Pfei- fers verlegt, und auf der Burg von Ombra fanden sich angeblich jede Stunde Frauen ein, die behaupteten, sie hätten den Eichelhäher gesehen, in der Hoffnung, ihre Kinder zu retten. Ach, Mo. >>Ihm wird nichts geschehen«<, sagte Doria hinter ihr. »Du wirst sehen, selbst die Weißen Frauen lieben seine Stimme.<< Unsinn. Nichts als gedichteter Unsinn! Als Meggie auf Mo zuging, hinterließen ihre Stiefel Spuren im",ja,de
Tintenblut,,4,Cornelia Funke,2005,Fantasy,Kinderbuch/Jugendliteratur,"Der Schwarze Prinz griff seinem Bären ins Maul und kraulte ihm die Zunge. »Das ist eine gute Nachricht. Es gäbe auch nicht viel, zu dem er zurückkehren könnte, nur ein paar niederge- brannte Mauern. Die Einzige, die sich dort manchmal herum- treibt, ist die Nessel. Sie schwört, man findet nirgendwo bessere Schafgarbe als in der alten Brandstifter-Festung.« Staubfinger sah, wie Fenoglio in seine Richtung blickte. Auch Meggie schaute herüber. Rasch kehrte er ihnen den Rücken zu. >>Wir haben jetzt ein Lager dort in der Nähe, du weißt schon, bei den alten Koboldhöhlen«<, fuhr der Prinz mit gesenkter Stimme fort. >> Seit Cosimo die Brandstifter ausgeräuchert hat, sind die Höhlen wieder ein gutes Quartier. Nur Spielleute wissen davon. Alte, Gebrechliche, Krüppel, Frauen, die es leid sind, mit ihren Kindern auf der Straße zu leben - sie können dort alle eine Weile ausruhen. Weißt du was? Das Geheime Lager wäre ein guter Ort, um mir deine Geschichte zu erzählen! Die, die so schwer zu glau- ben ist. Ich bin oft wegen des Bären dort, er wird griesgrämig, wenn er allzu lange zwischen festen Mauern ist. Roxane kann dir den Weg erklären, sie kennt sich im Wald inzwischen fast ebenso gut aus wie du.<< >>Ich kenne die alten Koboldhöhlen«, sagte Staubfinger. Er hatte sich dort so manches Mal vor Capricorns Männern versteckt. Aber er war nicht sicher, dass er dem Prinzen wirklich von den letzten zehn Jahren erzählen wollte. >>Sechs Fackeln!<< Farid stand wieder neben ihm. Er rieb sich an den Hosen den Ruß von den Fingern. >>Mit sechs Fackeln hab ich jongliert und nicht eine fallen lassen. Ich glaub, es hat ihr gefallen.<< Staubfinger verkniff sich ein Lächeln. »Vermutlich.<< ",ja,de
Tintenblut,,4,Cornelia Funke,2005,Fantasy,Kinderbuch/Jugendliteratur,"Resa wusste nicht, wie viel Zeit vergangen war, als sie hinter sich das Flüstern hörte, unverständlich und sacht wie Regen. Als sie sich umsah, stand sie da, auf der zerstörten Treppe, eine Weiße Frau, verschwommen wie ein Spiegelbild auf dem Wasser. Resa wusste nur zu gut, was ihr Erscheinen bedeutete. Oft genug hatte sie Meggie von den Weißen Frauen erzählt. Nur eines lockte sie an, schneller als das Blut die Wölfe: das Stocken des Atems, ein Herz, das immer schwächer schlug. >>Sei still!<<, schrie Resa die bleiche Gestalt an, während sie sich schützend über Mos Gesicht beugte. »Verschwinde und wag nicht, ihn anzusehen. Er geht nicht mit dir, nicht heute!<< Sie flüstern deinen Namen, wenn sie dich mitnehmen wollen, hatte Staubfinger ihr erzählt. Aber sie wissen Mos Namen nicht!, dachte Resa. Sie können ihn nicht wissen, weil er nicht hierher gehört! Die Ohren hielt sie ihm trotzdem zu. Die Sonne begann unterzugehen. Unaufhaltsam versank sie hinter den Bäumen. Zwischen den verbrannten Mauern wurde es dunkel, und die bleiche Gestalt auf der Treppe wurde immer deutlicher. Reglos stand sie da und wartete.",ja,de
Drachenreiter,,4,Cornelia Funke,1997,Fantasy,Kinderbuch/Jugendliteratur,"ich nach ihnen absuchen lassen, bis in den letzten verdreckten Winkel. Und jetzt landet einer fast vor meiner Tür.« Er leckte sich die Zähne und lächelte. >>Seht Ihr?«, rief Kiesbart von seinem Rücken herunter. Vor Auf- regung ließ er den Pinsel fallen. »Ich habe ihn für Euch gefunden, ich! Gebt Ihr mir nun die Schuppe? Gebt Ihr mir vielleicht vielleicht sogar zwei?« >>Halt den Mund!<<, fuhr Nesselbrand ihn an. »Oder ich zeige dir gleich das Gold zwischen meinen Zähnen! Putz weiter!<< Erschrocken rutschte Kiesbart von seinem Rücken und holte sich den Pinsel wieder. Nesselbrand wandte sich wieder seinem alten Panzerputzer zu. >>Erzähl, was hast du über ihn erfahren? Gibt es da, wo er herkommt, noch andere von seiner Sorte?<< »Ja«, antwortete Fliegenbein. Nesselbrands Augen begannen zu leuchten. »Aaah!«, seufzte er. >>Endlich! Endlich kann die Jagd wieder beginnen.<< Er fletschte die Zähne. >>Wo finde ich sie?<< Fliegenbein rieb sich die spitze Nase und blickte nervös auf das Spiegelbild seines Meisters. »Also, das«, er zog den Kopf zwischen die Schultern, »das weiß ich nicht, Meister.<< »Das weißt du nicht? << Nesselbrand brüllte so laut, dass Kiesbart kopfüber von seinem Rücken plumpste. >>Das weißt du nicht? Was hast du denn die ganze Zeit getrieben, du nichtsnutziges Spinnenbein?« Ich kann nichts dafür! Dieses Koboldmädchen ist schuld!«, rief Fliegenbein. »Es passt auf, dass der Drache über seine Herkunft nichts erzählt. Aber ich weiß, wonach er auf der Suche ist, Meister!« Eifrig beugte er sich über das dunkle Wasser. » Er sucht den Saum des Himmels.<< Nesselbrand richtete sich auf.",ja,de
Herr der Diebe,,4,Cornelia Funke,2000,Fantasy,Kinderbuch/Jugendliteratur,"»Ich hab sie gefüttert«, rief Bo, der mit Prosper in einer Ecke Karten spielte. »Sie ist ganz zahm. Man muss bloß die Hand ausstrecken, dann kommt sie schon angeflattert.« »Vielleicht sollton wir dem Vieh weniger zu fressen geben«, murrte Riccio. »Sie kackt alles voll, sogar meine Comichefte.« Mosca beugte sich immer noch über den Grundriss, er fuhr mit dem Finger die Flure entlang, um sicherzugehen, dass er sich nicht verlaufen würde, wenn er mit einer Taschenlampe durch das fremde Haus schlich. »Woher der Conte den Grundriss wohl hat?«, murmelte er. Wespe zuckte die Achseln. »Kann mir mal einer die Tasse mit den Knöpfen geben?« Riccio holte sie ihr. »Wenn du deine Hose nicht endlich mal wieder wäschst«, sagte Wespe und fädelte einen Faden in ihre Nadel, »dann kannst du dir deinen Knopf nächstens selbst annähen.« Verlegen blickte Riccio auf seine nackten Beine. »Ich hab doch nur die eine. Die andere hat ein Loch.« »Seit wann macht dir das denn was aus?«, spottete Mosca und richtete sich auf. »Seid mal still! «, flüsterte er. »Hat da nicht gerade die Glocke gebimmelt ?« Alle lauschten. Mosca hatte Recht. Jemand läutete die Glocke am Notausgang. »Scipio wollte doch erst morgen kommen!< flüsterte Wespe. »Und außerdem schleicht er sich immer durch seine Geheimwege rein.« »Ich frag nach der Parole«, sagte Prosper und sprang auf. >>Bo, du bleibst hier.« Die Glocke läutete immer wieder, als Prosper dem Detektiv ein Guckloch in die Tür ge den unbeleuchteten Flur zum Notausgang hinunterlief. ",ja,de
Tintenherz,,4,Cornelia Funke,2003,Fantasy,Kinderbuch/Jugendliteratur,"Am nächsten morgen weckte sie die Sonne. Die Luft war noch kühl von der Nacht, aber der Himmel war wolkenlos, und als Meggie sich aus dem Fenster lehnte, konnte sie in der Ferne, zwischen den Zweigen der Bäumeden See schimmern sehen. Das Zimmer das Elinor ihr zugewiesen hatte, lag im ersten Stock. Mo schlief nur zwei Türen weiter, aber Staubfinger hatte mit einer Kammer unter dem Dach vorlieb nehmen müssen. Meggie hatte sie gestern gesehen, auf der Suche nach ihm. Nur ein schmales Bett stand darin, umgeben von Bücherkisten, die sich bis zum Dachstuhl türmten. Mo saß schon mit Elinor am Tisch, als Meggie zum Frühstück in die Küche kam, aber Staubfinger war nicht da. »Oh, der hat schon gefrühstückt«, sagte Elinor spitz, als Meggie nach ihm fragte, »und zwar in Gesellschaft eines spitzzahnigen Tieres, das auf dem Tisch sag und mich anfauchte, als ich nichts ahnend in die Küche kam. Ich habe eurem seltsamen Freund klar gemacht, dass Stubenfliegen die einzigen Tiere sind, die ich auf meinem Küchentisch dulde, und daraufhin ist er mit dem Pelztier nach draußen verschwunden.« »Was willst du von ihm?«, fragte Mo. »Oh, nichts weiter, ich ... wollte ihn nur was fragen«, sagte Meggie, aß hastig eine halbe Scheibe Brot, trank etwas von dem abscheulich bitter schmeckenden Kakao, den Elinor gekocht hatte, und lief nach draußen. Sie fand Staubfinger hinter dem Haus, auf einem stachlig kurzen Rasen, auf dem neben einem Gipsengel ein einsamer Liegestuhl stand. Von Gwin war nichts zu entdecken. Ein paar Vögel stritten sich in dem rot blühenden Rhododendron, und Staubfinger stand mit selbstvergessenem Gesicht da und jonglierte. Meggie versuchte die bunten Bälle zu zählen, vier, sechs, acht waren es.",ja,de
Der kleine Prinz,,5,Antoine de Saint-Exupéry,1946,Fiktion,Kinderbuch/Jugendliteratur,"Als wir stundenlang schweigend dahingezogen waren, brach die Nacht herein und die Sterne begannen zu leuchten. Ich sah sie wie im Traum, ich hatte ein wenig Fieber vor Durst. Die Worte des kleinen Prinzen tanzten durch mein Bewußtsein: ""Du hast also auch Durst?"" fragte ich ihn. Er antwortete nicht auf meine Frage. Er sagte einfach: ""Wasser kann auch gut sein für das Herz..."" Ich verstand seine Worte nicht, aber ich schwieg. ... Ich wußte gut, daß man ihn nicht fragen durfte. Er war müde. Er setzte sich. Ich setzte mich neben ihn. Und, nach einem Schweigen sagte er noch: ""Die Sterne sind schön, weil sie an eine Blume erinnern, die man nicht sieht. Ich antwortete: ""Gewiß"", und betrachtete schweigend die Falten des Sandes unter dem Monde. „Die Wüste ist schön"", fügte er hinzu. Und das war wahr. Ich habe die Wüste immer geliebt. Man setzt sich auf eine Sanddüne. Man sieht nichts. Man hört nichts. Und währenddessen strahlt etwas in der Stille. ""Es macht die Wüste schön"", sagte der kleine Prinz, ""daß sie irgendwo einen Brunnen birgt."" Ich war überrascht, dieses geheimnisvolle Leuchten des Sandes plötzlich zu verstehen. ten des Als ich ein kleiner Knabe war, wohnte ich in einem alten Haus, und die Sage erzählte, daß darin ein Schatz versteckt sei. Gewiß, es hat ihn nie jemand zu entdecken vermocht, vielleicht hat ihn auch nie jemand gesucht. Aber er verzauberte dieses ganze Haus. Mein Haus barg ein Geheimnis auf dem Grunde seines Herzens...",nein,de
Der kleine Prinz,,5,Antoine de Saint-Exupéry,1946,Fiktion,Kunstmärchen,"Er war wirklich sehr aufgebracht. Er schüttelte sein goldenes Haar im Wind. ""Ich kenne einen Planeten, auf dem ein puterroter Herr haust. Er hat nie den Duft einer Blume geatmet. Er hat nie einen Stern angeschaut. Er hat nie jemanden geliebt. Er hat nie etwas anderes als Additionen gemacht. Und den ganzen Tag wiederholt er wie du: Ich bin ein ernsthafter Mann! Ich bin ein ernsthafter Mann! Und das macht ihn ganz geschwollen vor Hochmut. Aber das ist kein Mensch, das ist ein Schwamm."" ""Ein was?"" ""Ein Schwamm!"" Der kleine Prinz war jetzt ganz blaß vor Zorn. ""Es sind nun Millionen Jahre, daß die Blumen Dornen hervorbringen. Es sind Millionen Jahre, daß die Schafe trotzdem die Blumen fressen. Und du findest es unwichtig, wenn man wissen möchte, warum sie sich so viel Mühe geben, Dornen hervorzubringen, die zu nichts Zweck haben? Dieser Kampf der Schafe mit den Blumen soll unwichtig sein? Weniger ernsthaft als die Additionen eines dicken, roten Mannes? Und wenn ich eine Blume kenne, die es in der ganzen Welt nur ein einziges Mal gibt, nirgends anders als auf meinem kleinen Planeten, und wenn ein kleines Schaf, ohne zu wissen, was es tut, diese Blume eines Morgens so mit einem einzigen Biß auslöschen kann, das soll nicht wichtig sein?!"" Er wurde rot vor Erregung und fuhr fort: ""Wenn einer eine Blume liebt, die es nur ein einziges Mal gibt auf allen Millionen und Millionen Sternen, dann genügt es ihm völlig, daß er zu ihnen hinaufschaut, um glücklich zu sein. Er sagt sich: Meine Blume ist da oben, irgendwo... Wenn aber das Schaf die Blume frißt, so ist es für ihn, als wären plötzlich alle Sterne ausgelöscht! Und das soll nicht wichtig sein?""",nein,de
Der kleine Prinz,,5,Antoine de Saint-Exupéry,1946,Fiktion,Kunstmärchen,"Den nächsten Planeten bewohnte ein Säufer. Dieser Besuch war sehr kurz, aber er tauchte den kleinen Prinzen in eine tiefe Schwermut. ""Was machst du da?"" fragte er den Säufer, den er stumm vor einer Reihe leerer und einer Reihe voller Flaschen sitzend antraf. ""Ich trinke"", antwortete der Säufer mit düsterer Miene. ""Warum trinkst du?"" fragte ihn der kleine Prinz. ""Um zu vergessen"", antwortete der Säufer. „Um was zu vergessen?"" erkundigte sich der kleine Prinz, der ihn schon bedauerte. ""Um zu vergessen, daß ich mich schäme"", gestand der Säufer und senkte den Kopf. ""Weshalb schämst du dich?"" fragte der kleine Prinz, der den Wunsch hatte, ihm zu helfen. ""Weil ich saufe!"" endete der Säufer und verschloß sich endgültig in sein Schweigen. Und der kleine Prinz verschwand bestürzt. Die großen Leute sind entschieden sehr, sehr wunderlich, sagte er zu sich auf seiner Reise.",nein,de
Bekenntnis einer Freundschaft,,5,Antoine de Saint-Exupéry,1952,Fiktion,Brief,"Aber in diesem Augenblick war der Matrose etwas ganz anderes als eine Aufschrift. Es ist der Inhalt, der zählt. Die menschliche Substanz. Er war ganz einfach ein Freund. Und wir waren einig unter Freunden. Du warst einig. Ich war einig. Die Matrosen und das Mädchen waren einig. Worüber einig? Über den Pernod? Über die Bedeutung des Lebens? Über die Süße des Tages? Wir hätten auch das nicht zu sagen gewußt. Aber diese Eintracht war so erfüllt, so fest in der Tiefe verankert, sie beruhte auf einer Bibel von so klarem, wenn auch nicht formulierbarem Gehalt, daß wir bereit gewesen wären, das kleine Wirtshaus zu einer Festung zu machen, es zu verteidigen, zu sterben hinter Maschinengewehren, um es zu retten. Von was für einem Gehalt? … Gerade hier ist es schwierig, sich auszudrücken! Ich laufe Gefahr, nur den Abglanz einzufangen, nicht das Wesen. Meine Wahrheit wird den unzulänglichen Worten entwischen. Ich wäre undeutlich, wollte ich behaupten, daß wir gern gekämpft hätten, um eine gewisse Art des Lächelns der Matrosen, Deines Lächelns oder meines Lächelns oder des Lächelns der Magd zu retten, ein bestimmtes Wunder dieser Sonne, die sich seit so vielen Millionen Jahren so viel Mühe gegeben hat, um durch uns in ein völlig geglücktes Lächeln zu münden. Das Wesentliche hat meistens kein Gewicht. Hier war das Wesentliche, allem Anschein nach, nur ein Lächeln. Ein Lächeln ist oft das Wesentliche. Man wird mit einem Lächeln bezahlt. Man wird mit einem Lächeln belohnt. Man wird durch ein Lächeln belebt. Und die Art eines Lächelns kann Schuld daran sein, daß man stirbt. Uns hat seine Art indessen so gut von der Angst unserer Zeit erlöst, uns Sicherheit, Hoffnung und Frieden gewährt, daß ich, um verständlicher zu werden, noch die Geschichte eines anderen Lächelns erzählen muß.",ja,de
Bekenntnis einer Freundschaft,,5,Antoine de Saint-Exupéry,1948,Fiktion,Brief,"So genossen wir dieses stumme Einvernehmen und diese fast religiösen Riten. Gewiegt vom Kommen und Gehen der priesterlichen Magd tranken die Matrosen und wir einander zu wie die Gläubigen ein und derselben Kirche, wenn wir auch nicht hätten sagen können, welcher Kirche. Der eine der beiden Matrosen war Holländer, der andere Deutscher. Dieser war einst dem Nazismus entflohen, weil er da drüben als Kommunist oder als Anhänger Trotzkys verfolgt worden war, oder als Katholik oder als Jude. (Ich erinnere mich nicht mehr der Aufschrift, deretwegen der Mann auf der Liste stand.) Aber in diesem Augenblick war der Matrose etwas ganz anderes als eine Aufschrift. Es ist der Inhalt, der zählt. Die menschliche Substanz. Er war ganz einfach ein Freund. Und wir waren einig unter Freunden. Du warst einig. Ich war einig. Die Matrosen und das Mädchen waren einig. Worüber einig? Über den Pernod? Über die Bedeutung des Lebens? Über die Süße des Tages? Wir hätten auch das nicht zu sagen gewußt. Aber diese Eintracht war so erfüllt, so fest in der Tiefe verankert, sie beruhte auf einer Bibel von so klarem, wenn auch nicht formulierbarem Gehalt, daß wir bereit gewesen wären, das kleine Wirtshaus zu einer Festung zu machen, es zu verteidigen, zu sterben hinter Maschinengewehren, um es zu retten. Von was für einem Gehalt? … Gerade hier ist es schwierig, sich auszudrücken! Ich laufe Gefahr, nur den Abglanz einzufangen, nicht das Wesen. Meine Wahrheit wird den unzulänglichen Worten entwischen. Ich wäre undeutlich, wollte ich behaupten, daß wir gern gekämpft hätten, um eine gewisse Art des Lächelns der Matrosen, Deines Lächelns oder meines Lächelns oder des Lächelns der Magd zu retten, ein bestimmtes Wunder dieser Sonne, die sich seit so vielen Millionen Jahren so viel Mühe gegeben hat, um durch uns in ein völlig geglücktes Lächeln zu münden. Das Wesentliche hat meistens kein Gewicht. Hier war das Wesentliche, allem Anschein nach, nur ein Lächeln. Ein Lächeln ist oft das Wesentliche. Man wird mit einem Lächeln bezahlt. Man wird mit einem Lächeln belohnt. Man wird durch ein Lächeln belebt. Und die Art eines Lächelns kann Schuld daran sein, daß man stirbt. Uns hat seine Art indessen so gut von der Angst unserer Zeit erlöst, uns Sicherheit, Hoffnung und Frieden gewährt, daß ich, um verständlicher zu werden, noch die Geschichte eines anderen Lächelns erzählen muß.",ja,de
Bekenntnis einer Freundschaft,,5,Antoine de Saint-Exupéry,1952,Fiktion,Brief,"Der Wanderer, der seinen Berg in der Richtung eines Sternes überschreitet, läuft Gefahr zu vergessen, welcher Stern ihn führt, wenn er sich zu sehr von den Fragen des Anstieges gefangen nehmen läßt. Wenn er nur noch handelt, um zu handeln, wird er nirgends hinkommen. Die Kirchenstuhlvermieterin einer Kathedrale, die sich zu eifrig mit dem Vermieten der Kirchenstühle befaßt, läuft Gefahr zu vergessen, daß sie einem Gotte dient. Wenn ich mich an irgendeine Parteileidenschaft verliere, laufe ich Gefahr zu vergessen, daß die Politik nur dann einen Sinn hat, wenn sie im Dienst einer geistigen Gewißheit steht. Wir haben in den Stunden des Wunders eine ganz bestimmte Beschaffenheit der menschlichen Beziehungen verkostet: da liegt für uns die Wahrheit. Wie dringlich eine Handlung auch sein mag, wir dürfen nie vergessen, daß eine innere Berufenheit sie beherrschen muß, soll sie nicht unfruchtbar bleiben. Wir wollen die Ehrfurcht vor dem Menschen begründen. Warum sollen wir uns innerhalb ein- und desselben Lagers hassen? Keiner von uns besitzt das Monopol auf die Reinheit der Absichten. Ich kann im Namen meines Weges den Weg bekämpfen, den ein anderer gewählt hat. Ich kann die Schritte seines Verstandes kritisieren, das Verfahren des Verstandes ist unsicher. Aber ich muß auf der Ebene des Geistes den Mann achten, der nach dem gleichen Stern strebt. Ehrfurcht vor dem Menschen! Ehrfurcht vor dem Menschen! … Wenn die Ehrfurcht vor dem Menschen in den Herzen der Menschen wurzelt, werden die Menschen einmal so weit kommen, ihrerseits wieder das soziale, politische oder ökonomische System zu begründen, das diese Ehrfurcht für immer gewährleistet. Eine Zivilisation bildet sich zuerst im Kern. Sie ist im Menschen zuerst das blinde Verlangen nach einer gewissen Wärme. Von Irrtum zu Irrtum findet der Mensch den Weg zum Feuer.",ja,de
Bekenntnis einer Freundschaft,,5,Antoine de Saint-Exupéry,1952,Fiktion,Brief,"Ich wußte nichts von ihnen, außer daß sie ohne große Gewissenskämpfe füsilierten. Die revolutionären Stoßtrupps, gleichgültig, welcher Partei sie angehören, machen nicht Jagd auf Menschen (sie wägen den Menschen nicht nach seiner Substanz), sondern auf Symptome. Die gegnerische Wahrheit erscheint ihnen als epidemische Krankheit. Um eines zweifelhaften Anzeichens willen schickt man den Bazillenträger in das Isolierungslager. Den Friedhof. Darum schien mir dieses Verhör unheilvoll, das mich von Zeit zu Zeit in undeutlicher Einsilbigkeit traf und von dem ich nichts verstand. Ein blindes Roulette spielte um meine Haut. Deshalb empfand ich auch das wunderliche Bedürfnis, ihnen über mich etwas zuzurufen, das mich in mein eigentliches Schicksal hineintreiben würde – nur um das Gewicht einer wirklichen Gegenwart zu spüren. Mein Alter zum Beispiel! Doch, das Alter eines Menschen ist eindrucksvoll. Es enthält sein ganzes Leben. Die Reife, die nun sein ist, ist langsam entstanden. Sie hat sich gegen so viele nun überwundene Hindernisse gebildet, gegen so viele schwere, nun wieder geheilte Krankheiten, gegen so viele gestillte Schmerzen, überwundene Verzweiflungen, gegen Gefahren, von denen die meisten dem Bewußtsein entgangen sind. Sie ist quer durch Wünsche, Hoffnungen und Sehnsüchte, durch viel Vergessen und viel Liebe hindurch gewachsen. Ja, das Alter eines Menschen, es bedeutet eine schöne Fracht von Erfahrungen und Erinnerungen! Trotz der Fallen, der Stöße, der Räderspuren hat man wohl oder übel seinen Weg verfolgt, holterdipolter wie ein guter Karren. Und jetzt, dank eines eigensinnigen Zusammenspiels glücklicher Umstände, ist man soweit. Man ist siebenunddreißig Jahre alt. Und der gute Karren wird, so Gott will, seine Last von Erinnerungen noch weiter schleppen. Ich sagte mir also: »Soweit bin ich nun. Ich bin siebenunddreißig Jahre alt …« Ich hätte meine Richter gerne mit dieser vertraulichen Mitteilung belästigt …, aber sie verhörten mich nicht mehr.",ja,de
Bekenntnis einer Freundschaft,,5,Antoine de Saint-Exupéry,1952,Fiktion,Brief,"Es war eines Tages vor dem Kriege an den Ufern der Saône, in der Gegend von Tournus. Wir hatten zum Mittagessen ein Restaurant gewählt, dessen Holzveranda über dem Fluß hing. Die Ellbogen auf einen ganz simplen, von Messern zerschnittenen Tisch gestützt, hatten wir uns zwei Pernod bestellt. Dein Arzt hatte Dir den Alkohol verboten, aber zu den großen Gelegenheiten mogeltest Du. Diesmal war es eine. Wir wußten nicht warum, aber es war eine. Was uns da freute, war unwägbarer als die Beschaffenheit des Lichtes. Du hattest Dich also für diesen Pernod der großen Gelegenheiten entschieden. Und, da ein paar Schritte von uns zwei Matrosen einen Kahn löschten, haben wir sie eingeladen. Wir haben sie von unserem Balkon herab angerufen. Und sie sind gekommen. Sie sind ganz einfach gekommen. Wir hatten es so natürlich gefunden, Kumpane einzuladen, vielleicht wegen dieses unsichtbaren Festes in uns. Es war ja so klar, daß sie auf unser Zeichen antworten würden. Und so tranken wir einander zu. Die Sonne tat gut. Die Pappeln des anderen Ufers, die Ebene bis zum Horizont, sie badeten in ihrem linden Honiglicht. Wir wurden immer heiterer und wußten keineswegs, warum. Alles machte uns sicher: die Sonne, die so gut leuchtete, der Fluß, der so schön hinabfloß, das Mahl, das ein richtiges Mahl war; die Matrosen waren auf unseren Zuruf gekommen, das Mädchen bediente uns mit einer Art glücklicher Freundlichkeit, als gäbe sie ein unvergängliches Fest. Wir befanden uns völlig im Frieden, aufs beste eingefügt in eine endgültige Zivilisation, vor Unordnung sicher. Wir genossen eine Art vollkommenen Zustandes, in dem wir uns nichts mehr anzuvertrauen hatten – alle Wünsche waren erfüllt. Wir fühlten uns rein, aufrichtig, klar und milde. Wir hätten nicht zu sagen gewußt, welche Wahrheit es war, deren Evidenz uns entzückte.",ja,de
