Titel;Untertitel;Author_id;Author;Pubikationsjahr;Schlagwort;Genre;Textausschnitt;Textausschnitt online kostenfrei verfügbar;Sprache
Gullivers Reisen;;7;Jonathan Swift;1726;Fantasy;Kinderbuch/Jugendliteratur;Ich vernahm plötzlich ein Geschnurr wie von einem Dutzend Webstühlen hinter mir und gewahrte beim Umdrehen das Tier, das nach seinem Kopf und der einen sichtbaren Tatze zu urteilen, dreimal so groß sein musste wie ein Ochse. Der Anblick der Bestie erfüllte mich mit Schrecken, obwohl ich fünfzehn Meter von ihr entfernt stand und meine Herrin sie vorsorglich festhielt. Es lag jedoch keine Gefahr vor, denn die Katze beachtete mich gar nicht, auch nicht, als mein Herr mich zwei Meter vor sie stellte. Und da es eine alte und wohlbegründete Erfahrung ist, dass wilde Tiere zumeist nur diejenigen angreifen und verfolgen, die Furcht zeigen und zu fliehen versuchen, so tat ich völlig unbeteiligt und lief etwa sechsmal dicht vor der Katze auf und ab, wobei ich ihr bis auf vierzig Zentimeter nahe kam. Sie schien das nicht zu mögen, denn sie wich still zurück. Vor den drei Hunden, die nach und nach ins Zimmer kamen, ängstigte mich weniger. Einer davon war eine Dogge, so groß wie vier Elefanten, ein anderer, eine Art Windhund, war noch höher, aber leichter gebaut. Als der Tisch abgeräumt war, kam die Amme mit einem einjährigen Säugling herein, der, kaum dass mich erblickt hatte, die Hände nach mir ausstreckte und in ein Geschrei ausbrach, das man von der Londoner Brücke bis nach Chelsea hätte hören können. In schwächlicher Nachgiebigkeit hielt mich die Mutter dem Schreihals entgegen, der mich sogleich packte und meinen Kopf in den Mund steckte, wo ich jedoch so fürchterlich brüllte, dass er mich erschrocken fallen ließ. Ich hätte mir bei dem Sturz den Hals gebrochen, wenn die Frau mich nicht in der Schürze aufgefangen hätte. Ehe mein Herr sich wieder zu seinen Arbeitern begab, empfahl er seiner Frau, fürsorglich auf mich Acht zu geben. ;ja;de
Gullivers Reisen;;7;Jonathan Swift;1726;Fantasy;Kinderbuch/Jugendliteratur;Meine Gesellschaft war der hohen Frau so angenehm, dass sie mich bei Tisch stets um sich haben wollte. Ich musste zu ihrer Linken auf der Tafel an einem für mich angefertigten Tisch sitzen. Glumdalklitsch stand dann auf einem Fußschemel neben der Königin, um auf mich aufzupassen. Ich hatte eigenes silbernes Tafelgeschirr, das meine Pflegerin in einer silbernen Schachtel stets bei sich hatte und auch selbst reinigte. Außer mir speisten mit der Königin nur noch ihre beiden Töchter, die ältere sechzehn, die jüngere dreizehn Jahre alt. Die Majestät pflegte mir das Fleisch höchstpersönlich vorzulegen und dann mit Vergnügen zuzuschauen, wie ich das Stück zerkleinerte und verspeiste. Sie selbst, die nur einen schwachen Magen hatte, nahm mit einem Bissen so viel zu sich, wie zur völligen Sättigung von zwölf englischen Bauern ausgereicht hätte, mitunter ein nicht gerade angenehmer Anblick für mich. Sie zerbiss gebratene Lerchenflügel, neunmal so groß wie die ausgewachsener Truthähne, dazu schob sie ein Stück Brot von mindestens zwanzig Pfund in den Mund. Ihr goldener Trinkbecher fasste fünfundzwanzig Liter Wein und ihre Messer waren zweimal so lang wie eine Sense. Am Mittwoch, also dem Sonntag hier, speiste die ganze königliche Familie beim König, der inzwischen große Stücke auf mich hielt. Mein Tisch stand dann zu seiner Linken, vor einem der Salzfässer. Der hohe Herr unterhielt sich gern mit mir und wir führten oft anregende Gespräche über die Sitten, Religionen, Gesetze, Regierungen, Künste und Wissenschaften in Europa, wobei ich ihn nach bestem Wissen informierte. Am meisten erzählte ich ihm natürlich von meinem geliebten Vaterland, von dessen ruhmreichen Kriegen zur See und zu Land, von seinen unübertroffenen Einrichtungen usw.;ja;de
Gullivers Reisen;;7;Jonathan Swift;1726;Fantasy;Kinderbuch/Jugendliteratur;Nach einiger Zeit hörte ich über mir ein Geräusch wie von mächtigen Flügeln, und nun erkannte ich voller Schreck, dass ein Adler den Ring des Kastens mit seinem Schnabel erfasst hatte. Ich unterstellte ihm die Absicht, den Kasten aus großer Höhe auf den Felsboden fallen lassen zu wollen, damit dieser zerbräche und ich ihm zur Beute fiele, wie solche Raubvögel mit den hartschaligen Schild- kröten nun mal zu verfahren pflegen. Nach kurzer Zeit wurde das Flattern und Rauschen über mir hefti- ger, und zugleich begann mein Kasten gewaltig hin und her und hoch und runter geworfen zu werden. Es erfolgten einige dumpfe Stöße, die offenbar den Adler trafen, dann fühlte ich mich plötzlich senk- recht fallen, viele Sekunden lang und mit solcher Schnelligkeit, dass mir der Atem stockte. Der Sturz endete mit einem krachenden Auf- schlagen auf dem Wasser, es wurde dunkel um mich, der Kasten tauchte tief hinab und hob sich nur langsam wieder empor. Endlich sah ich wieder Tageslicht durch den oberen Teil der Fenster. Ich war ins Meer gefallen. Mein Kasten erwies sich als wasserdicht. Er trug außer meiner Person die Möbel und die sonstige Ausstattung, dazu die starken Eisenblechplatten, die ihm an den vier Ecken Festigkeit verliehen, und mit dieser Belastung hatte er einen Tiefgang von knapp zwei Metern. Der Adler musste, so erklärte ich mir die Sache, von einigen anderen angegriffen und gezwungen worden sein, den Kasten fallen zu lassen. Dass Letzterer bei dem Aufschlagen aufs Wasser nicht kaputtging, zeugt für seine gediegene Konstruktion. Ich verließ die Hängematte und öffnete zunächst den Schieber in der Decke, um Luft hereinzulassen, denn ich erstickte fast. Wie sehn- süchtig wünschte ich mich nun zurück zu meiner lieben Glumdal- klitsch, von der ich in der kurzen Stunde so weit getrennt worden war!;ja;de
Tintenblut;;4;Cornelia Funke;2005;Fantasy;Kinderbuch/Jugendliteratur;Der Schwarze Prinz griff seinem Bären ins Maul und kraulte ihm die Zunge. »Das ist eine gute Nachricht. Es gäbe auch nicht viel, zu dem er zurückkehren könnte, nur ein paar niederge- brannte Mauern. Die Einzige, die sich dort manchmal herum- treibt, ist die Nessel. Sie schwört, man findet nirgendwo bessere Schafgarbe als in der alten Brandstifter-Festung.« Staubfinger sah, wie Fenoglio in seine Richtung blickte. Auch Meggie schaute herüber. Rasch kehrte er ihnen den Rücken zu. >>Wir haben jetzt ein Lager dort in der Nähe, du weißt schon, bei den alten Koboldhöhlen«<, fuhr der Prinz mit gesenkter Stimme fort. >> Seit Cosimo die Brandstifter ausgeräuchert hat, sind die Höhlen wieder ein gutes Quartier. Nur Spielleute wissen davon. Alte, Gebrechliche, Krüppel, Frauen, die es leid sind, mit ihren Kindern auf der Straße zu leben - sie können dort alle eine Weile ausruhen. Weißt du was? Das Geheime Lager wäre ein guter Ort, um mir deine Geschichte zu erzählen! Die, die so schwer zu glau- ben ist. Ich bin oft wegen des Bären dort, er wird griesgrämig, wenn er allzu lange zwischen festen Mauern ist. Roxane kann dir den Weg erklären, sie kennt sich im Wald inzwischen fast ebenso gut aus wie du.<< >>Ich kenne die alten Koboldhöhlen«, sagte Staubfinger. Er hatte sich dort so manches Mal vor Capricorns Männern versteckt. Aber er war nicht sicher, dass er dem Prinzen wirklich von den letzten zehn Jahren erzählen wollte. >>Sechs Fackeln!<< Farid stand wieder neben ihm. Er rieb sich an den Hosen den Ruß von den Fingern. >>Mit sechs Fackeln hab ich jongliert und nicht eine fallen lassen. Ich glaub, es hat ihr gefallen.<< Staubfinger verkniff sich ein Lächeln. »Vermutlich.<< ;ja;de
Tintenblut;;4;Cornelia Funke;2005;Fantasy;Kinderbuch/Jugendliteratur;Resa wusste nicht, wie viel Zeit vergangen war, als sie hinter sich das Flüstern hörte, unverständlich und sacht wie Regen. Als sie sich umsah, stand sie da, auf der zerstörten Treppe, eine Weiße Frau, verschwommen wie ein Spiegelbild auf dem Wasser. Resa wusste nur zu gut, was ihr Erscheinen bedeutete. Oft genug hatte sie Meggie von den Weißen Frauen erzählt. Nur eines lockte sie an, schneller als das Blut die Wölfe: das Stocken des Atems, ein Herz, das immer schwächer schlug. >>Sei still!<<, schrie Resa die bleiche Gestalt an, während sie sich schützend über Mos Gesicht beugte. »Verschwinde und wag nicht, ihn anzusehen. Er geht nicht mit dir, nicht heute!<< Sie flüstern deinen Namen, wenn sie dich mitnehmen wollen, hatte Staubfinger ihr erzählt. Aber sie wissen Mos Namen nicht!, dachte Resa. Sie können ihn nicht wissen, weil er nicht hierher gehört! Die Ohren hielt sie ihm trotzdem zu. Die Sonne begann unterzugehen. Unaufhaltsam versank sie hinter den Bäumen. Zwischen den verbrannten Mauern wurde es dunkel, und die bleiche Gestalt auf der Treppe wurde immer deutlicher. Reglos stand sie da und wartete.;ja;de
Drachenreiter;;4;Cornelia Funke;1997;Fantasy;Kinderbuch/Jugendliteratur;»Brianna ist gern auf der Burg.« Jehan wischte sich die nas- sen Finger an der Hose ab und betrachtete besorgt die geröteten Kuppen. Roxane tauchte seine Finger zurück in das kalte Wasser. »Ja, leider<<, sagte sie. »>Unserer Tochter gefällt es, Violantes abgelegte Kleider zu tragen, in einem weichen Himmelbett zu schlafen und sich von feinem Volk Komplimente machen zu lassen. Aber mir gefällt es nicht, und das weiß sie.<< >>Mich lässt die Hässliche auch manchmal holen!<< Der Stolz in Jehans Stimme war nicht zu überhören. »Damit ich mit ihrem Sohn spiele. Jacopo stört sie und Brianna beim Lesen, und sonst will niemand mit ihm spielen, weil er immer gleich losschreit, wenn man mit ihm kämpft. Und wenn er verliert, schreit er, dass er einem den Kopf abschlagen lässt.<< >>Du lässt ihn mit einem Fürstenbalg spielen?<< Staubfinger warf Roxane einen beunruhigten Blick zu. »Fürsten sind niemals Freunde, egal, wie alt sie sind. Hast du das vergessen? Das Gleiche gilt für ihre Töchter, erst recht, wenn sie den Natternkopf zum Vater haben.« Roxane schob sich wortlos an ihm vorbei. »Mich musst du nicht daran erinnern, wie Fürsten sind«, sagte sie. »Deine Tochter ist fünfzehn Jahre alt, auf meinen Rat gibt sie schon lange nichts mehr, aber wer weiß, vielleicht hört sie ja auf ihren Vater, obwohl sie ihn seit zehn Jahren nicht gesehen hat. Am nächsten Sonntag lässt der Speckfürst den Geburtstag seines Enkels feiern. Geh hin, wenn du willst. Ein guter Feuerspucker ist sicher willkommen, nachdem sie all die Jahre nur dem Rußvogel zusehen konnten.<< Sie blieb in der offenen Tür stehen. »>Komm, Jehan!«, sagte sie. »Deine Finger sehen nicht allzu schlimm aus, und es ist noch viel Arbeit zu tun.<<;ja;de
Drachenreiter;;4;Cornelia Funke;1997;Fantasy;Kinderbuch/Jugendliteratur;Ich mache mich dann sofort auf den Weg. Und ehe dieser Drachendummkopf wieder in der Luft ist, bin ich schon am Saum des Himmels.<< Verblüfft starrte Fliegenbein auf das Abbild seines Meisters. »Wie wollt Ihr das anstellen?«, fragte er. »Es ist ein weiter Weg für Euch. >>Oh, ich habe meine eigenen Wege«, knurrte Nesselbrand, »aber das geht dich nichts an, Spinnenbein. Geh jetzt zurück, bevor je- mand Verdacht schöpft. Ich werde mir ein paar Kühe fangen.<< Fliegenbein nickte. »Sofort, Meister. Aber da ist noch etwas«, er strich über eine Blume, die am Wasser wuchs. »Der große Mensch, Wiesen- grund, hatte zwei Eurer Schuppen.<< Plötzlich war es ganz still. Nur ein paar Zikaden zirpten im Gras. >>Was hast du gesagt?«, fragte Nesselbrand. Seine roten Augen glühten. Fliegenbein zog den Kopf ein. >>Er hatte zwei Schuppen «<, wiederholte er. »Eine hat er immer noch. Die andere hat er dem Jungen geschenkt. Ich habe sie mir angesehen, Meister. Es muss eine von denen sein, die Ihr vor lan- ger Zeit in den Bergen verloren habt.<< Nesselbrand ließ ein böses Knurren hören. >>Da sind sie also. In Menschenhand. << Unwillig schüttelte er den Kopf. So heftig, dass Kiesbart sich gerade noch an einem seiner Hörner festklammern konnte. >>Ich will sie zurück!«, brüllte Nesselbrand. »Niemand soll sie besitzen. Niemand. Die Haut juckt mir da, wo sie fehlen. Will dieser Mensch etwa das Geheimnis meines Panzers ergründen?<< Nesselbrand kniff die roten Augen zusammen. »Nimm dem Jungen die Schuppe weg, verstanden?<< ;ja;de
Drachenreiter;;4;Cornelia Funke;1997;Fantasy;Kinderbuch/Jugendliteratur;Er ist ein ziemlich bedeutender Dschinn. Man erzählt sich, dass er groß wie der Mond und klein wie ein Sandkorn werden kann. Seine Haut soll blau sein wie der Abendhimmel. Sie ist bedeckt mit tausend Augen, in denen sich tausend Orte der Welt spiegeln, und jedes Mal, wenn Asif blinzelt, erscheinen tausend neue Orte im Spiegel seiner Pupillen.<< >>Hört sich an, als ob ich ihm nie begegnen möchte, brummte Schwefelfell. »Wieso sollten wir den hervorlocken wollen?« Der Professor senkte die Stimme. »Weil dieser Dschinn die Antwort auf jede Frage dieser Welt kennt.<< >>Von jeder?«, fragte Ben ungläubig. Barnabas Wiesengrund nickte. »Fliegt zu ihm. Und fragt ihn, wo der Saum des Himmels liegt.<< Die drei Freunde sahen sich an. Fliegenbein rutschte unruhig auf Bens Schulter hin und her. >>Wo finden wir ihn?«, fragte Lung. >>Es ist ein Umweg für euch, aber ich glaube, auch der könnte sich lohnen.<< Der Professor faltete die Karte von Gilbert Grau- schwanz noch ein Stück weiter auseinander. »Hier. Ihr müsst ans untere Ende der arabischen Halbinsel. << Er legte den Finger aut die Karte. >>Wenn ihr der Küstenstraße am Roten Meer entlang nach Süden folgt, bis sie hier«, er tippte auf eine Stelle, »nach Osten abzweigt, dann stoßt ihr irgendwann auf eine Schlucht na- mens Wadi Juma'ah. Sie ist so steil und eng, dass nur für vier Stunden am Tag das Sonnenlicht auf ihren Grund fällt. Trotzdem den Felswänden hindurch, auch wenn überall sonst das Wasser wachsen dort unten riesige Palmen und ein Fluss fließt zwischen längst in der heißen Sonne verdunstet ist. Dort wohnt Asif, der tausendäugige Dschinn.<< >>Haben Sie ihn schon mal gesehn?«, fragte Ben.;ja;de
Drachenreiter;;4;Cornelia Funke;1997;Fantasy;Kinderbuch/Jugendliteratur;ich nach ihnen absuchen lassen, bis in den letzten verdreckten Winkel. Und jetzt landet einer fast vor meiner Tür.« Er leckte sich die Zähne und lächelte. >>Seht Ihr?«, rief Kiesbart von seinem Rücken herunter. Vor Auf- regung ließ er den Pinsel fallen. »Ich habe ihn für Euch gefunden, ich! Gebt Ihr mir nun die Schuppe? Gebt Ihr mir vielleicht vielleicht sogar zwei?« >>Halt den Mund!<<, fuhr Nesselbrand ihn an. »Oder ich zeige dir gleich das Gold zwischen meinen Zähnen! Putz weiter!<< Erschrocken rutschte Kiesbart von seinem Rücken und holte sich den Pinsel wieder. Nesselbrand wandte sich wieder seinem alten Panzerputzer zu. >>Erzähl, was hast du über ihn erfahren? Gibt es da, wo er herkommt, noch andere von seiner Sorte?<< »Ja«, antwortete Fliegenbein. Nesselbrands Augen begannen zu leuchten. »Aaah!«, seufzte er. >>Endlich! Endlich kann die Jagd wieder beginnen.<< Er fletschte die Zähne. >>Wo finde ich sie?<< Fliegenbein rieb sich die spitze Nase und blickte nervös auf das Spiegelbild seines Meisters. »Also, das«, er zog den Kopf zwischen die Schultern, »das weiß ich nicht, Meister.<< »Das weißt du nicht? << Nesselbrand brüllte so laut, dass Kiesbart kopfüber von seinem Rücken plumpste. >>Das weißt du nicht? Was hast du denn die ganze Zeit getrieben, du nichtsnutziges Spinnenbein?« Ich kann nichts dafür! Dieses Koboldmädchen ist schuld!«, rief Fliegenbein. »Es passt auf, dass der Drache über seine Herkunft nichts erzählt. Aber ich weiß, wonach er auf der Suche ist, Meister!« Eifrig beugte er sich über das dunkle Wasser. » Er sucht den Saum des Himmels.<< Nesselbrand richtete sich auf.;ja;de
Der seltsame Fall von Dr. Jekyll und Mr. Hyde;;8;Robert Louis Stevenson;1880;Fantasy/Horror;Novelle;"Allerdings war dies kein Kunststück für Mr. Utterson; denn er war von Natur tolerant, und auch seine Freundschaften schienen in dieser Vorurteilslosigkeit der menschlichen Natur gegenüber begründet zu sein. Es ist das Kennzeichen eines bescheide- nen Mannes, seinen Freundeskreis fix und fertig aus den Händen der Vorsehung entgegenzunehmen, und so erging es dem Rechtsanwalt. Seine Freunde waren Verwandte oder Leute, die er schon lange kannte; seine Zuneigungen entsprangen der Gewohnheit und machten keinen Anspruch auf Tauglichkeit des Objekts. Daraus erwuchs zweifellos auch das Band, das ihn mit Mr. Richard Enfield, einem entfernten Verwandten und stadtbekannten Mann, verknüpfte. Vielen war es ein Rätsel, was diese beiden zueinander zog oder was sie wohl für gemeinsame Interessen haben mochten. Leute, die ihnen auf ihren Sonntags- spaziergängen begegneten, wußten zu berichten, daß sie nichts miteinander sprachen, außerordentlich gelangweilt dreinschauten und mit offensichtlicher Erleichterung das Erscheine eines Bekannten begrüßten. Dabei aber legten beide Männer den größten Wert auf diese Ausflüge, betrachteten sie als Höhepunkt der Woche und gingen, um sie ungestört genießen zu können, nicht nur Vergnügungen aus dem Wege, sondern ließen auch Geschäft Geschäft sein. Bei einer dieser Streifereien geschah es, daß ihr Weg sie durch eine Seitenstraße in ein Geschäftsviertel Londons führte. Es war eine schmale, sogenannte ruhige Straße, in der jedoch an Werk- tagen ein ersprießlicher Handel getrieben wurde. Ihren Bewoh- nern ging es anscheinend gut, und alle strebten danach, daß es ihnen noch besser ginge. Was ihnen vom Gewinn übrig blieb, legten sie in der Verschönerung ihrer Häuser an, so daß die Lä- den dieser Durchgangsstraße etwas Einladendes an sich hatten, wie eine Reihe lächelnder Verkäuferinnen. Selbst Sonntags, wenn sie ihre wahren Reize verbarg und verhältnismäßig menschenleer dalag, wirkte die Straße im Gegensatz zu ihrer schmut- zigen Nachbarschaft wie ein weißer Rabe und bestach mit ihren";ja;de
Der seltsame Fall von Dr. Jekyll und Mr. Hyde;;8;Robert Louis Stevenson;1880;Fantasy/Horror;Novelle;mondes, bei jeder Beleuchtung und zu allen Zeiten, einerlei, ob die Straße einsam dalag oder ob sie belebt war, immer konnte man den Anwalt auf seinem selbstgewählten Posten antreffen. »Wenn Mr. Hyde sich verbergen will,« so sagte er sich, »so werde ich ihn eben suchen.<< Und schließlich wurde seine Geduld belohnt. Es war eine schöne, windstille Frostnacht, die Straßen waren glatt und sauber wie ein Tanzboden, auf den die Laternen ein regelmäßiges Muster von Licht und Schatten zauberten. Um zehn Uhr, nach Ladenschluß, lag die Seitenstraße einsam da, und obgleich London ringsumher leise brodelte, war es sehr still. Kleinste Laute wurden wahrgenommen, alltägliche Geräusche in den Häusern waren auf beiden Seiten der Straße zu vernehmen, und der Lärm, der von einem nahenden Fußgänger verursacht wurde, eilte ihm längere Zeit voraus. Mr. Utterson stand erst einige Mi- nuten auf seinem Posten, als er wahrnahm, daß ein seltsam leichter Schritt näher kam. - Im Lauf seiner nächtlichen Streifzüge hatte er sich längst andie eigenartige Wirkung gewöhnt, die hervorgerufen wird, wenn sich der Klang der Schritte eines einzelnen Menschen plötzlich, obgleich er noch ein gutes Stück entfernt ist, aus dem allgemeinen Gesumm und Geräusch der Großstadt herauslöst. Und doch war seine Aufmerksamkeit nie zuvor so entschieden und zwingend wachgerufen worden, und mit einer starken, fast abergläubischen Zuversicht auf Erfolg zog er sich in den Eingang zum Hof zurück... Die Schritte kamen schnell näher und erklangen plötzlich lauter, als sie dem Ende der Straße zustrebten. Der Anwalt konnte von seinem Versteck aus bald sehen, mit welcher Sorte Mensch er es zu tun hatte. Er war klein, sehr einfach gekleidet, und sein Aussehen ging dem Beobachter, selbst aus dieser Ent- fernung, irgendwie gegen den Strich. Er ging geradeswegs auf die Tür zu, und zwar schräg über den Fahrdamm, um Zeit zu sparen, und zog im Gehen einen Schlüssel aus der Tasche, wie einer, der sich seinem Hause nähert.;ja;de
Der seltsame Fall von Dr. Jekyll und Mr. Hyde;;8;Robert Louis Stevenson;1880;Fantasy/Horror;Novelle;"der Sekretär ein Mann von Uberlegung; er würde kaum ein so seltsames Dokument lesen, ohne eine Bemerkung darüber fal- seine spätere Handlungsweise richten. len zu lassen, und darnach konnte Mr. Utterson dann vielleicht »Das ist eine traurige Geschichte mit Sir Danvers<<, sagte er. >>Allerdings, << entgegnete Guest, »das öffentliche Mitleid ist in hohem Maße wachgerufen worden. Der Mann war natürlich wahnsinnig.<< >>Ich würde gern Ihre Ansicht darüber hören«<, erwiderte Utterson. »Ich habe hier ein Dokument in seiner Handschrift; es bleibt natürlich unter uns, denn ich weiß noch nicht, was ich tun soll. Jedenfalls ist es eine häßliche Geschichte. - Aber hier ist es - und so recht etwas für Sie: das Autogramm eines Mörders.<< Guests Augen leuchteten auf; er setzte sich sofort hin und studierte es eifrig. »Nein,« äußerte er dann, »wahnsinnig ist er nicht, aber es ist eine sonderbare Handschrift.« >>Und jedenfalls ein sehr sonderbarer Schreiber«, fügte der Anwalt hinzu. In diesem Augenblick brachte der Diener einen Brief herein. »Von Dr. Jekyll?<« fragte der Sekretär. >>Mir kam die Hand- schrift bekannt vor. Oder ist es etwas Vertrauliches?<< >>Nur eine Einladung zum Mittagessen. Warum fragen Sie? Wollen Sie es sehen?<«< >>Nur einen Augenblick. Ich danke Ihnen«<, und der Sekretär legte die beiden Papierbogen nebeneinander und verglich emsig ihren Inhalt. >>Ich danke Ihnen«, sagte er noch einmal, als er bei- de zurückgab. >>Es ist ein sehr interessantes Autogramm.<< Es folgte eine Pause, in der Mr. Utterson sichtlich mit sich kämpfte. »Warum haben Sie sie miteinander verglichen, Guest?«< fragte er plötzlich. »Ja, wissen Sie,<«< entgegnete der Sekretär, »es existiert da eine eigentümliche Ähnlichkeit. Die beiden Handschriften stimmen in manchen Punkten überein, nur die Richtung ist verschieden.<< >>Merkwürdig«<, meinte Utterson.";ja;de
Der seltsame Fall von Dr. Jekyll und Mr. Hyde;;8;Robert Louis Stevenson;1880;Fantasy/Horror;Novelle;Am Sonntag, als Mr. Utterson seinen gewohnten Spaziergang mit Mr. Enfield machte, geschah es, daß ihr Weg sie wieder einmal durch die Seitenstraße führte und daß sie beide, als sie sich der Tür gegenüber befanden, stehen blieben und hinüberblickten. >>Na,<< meinte Enfield, »diese Geschichte ist wenigstens erledigt. Mr. Hyde werden wir nicht wieder zu Gesicht bekommen.<< blickten. >>Ich hoffe nicht<«<, sagte Utterson. »Habe ich Ihnen eigentlich erzählt, daß ich ihn einmal gesehen habe und Ihr Gefühl der Abneigung teile?<«< >>Das eine war ohne das andere nicht denkbar«<, versetzte Enfield. >>Übrigens müssen Sie mich für einen rechten Dummkopf gehalten haben, weil ich nicht wußte, daß dies der Hintereingang von Dr. Jekylls Haus ist. Wissen Sie auch, daß Sie es waren, der mich darauf gebracht hat?« >>Also sind Sie doch dahinter gekommen«<, bemerkte Utterson. >> Aber wenn das der Fall ist, könnten wir eigentlich in den Hof gehen und einen Blick auf die Fenster werfen. Offen gesagt, ich mache mir Sorgen um den armen Jekyll, und selbst hier draußen habe ich das Gefühl, als wenn die Nähe eines Freundes ihm von Nutzen sein könnte.<< Der Hof war kühl und etwas feucht- und in vorzeitiges Dämmerlicht getaucht, obgleich der Himmel hoch über den Häusern noch den Sonnenuntergang widerspiegelte. Das mittelste der drei Fenster war halb geöffnet, und dicht daran, wie um Luft zu schöpfen, sah Utterson Dr. Jekyll mit unendlich trauriger Miene sitzen, gleich einem trostlosen Gefangenen.>>Sieh da, Jekyll!<< rief er. »>Es geht dir also besser?« »Ich bin sehr schwach, Utterson, << erwiderte der Doktor kläglich, »sehr schwach. Es wird gottlob! nicht lange dauern.<< »Du sitzt zu viel zu Hause,<< sagte der Anwalt, »>du solltest ausgehn und das Blut in Umlauf bringen, wie Mr. Enfield und ich.;ja;de
Herr der Diebe;;4;Cornelia Funke;2000;Fantasy;Kinderbuch/Jugendliteratur;und Radios abstaubte. »Ich brauche Batterien. Zwei Stück, für ein kleines Radio.<< Die Frau packte sie ihr in eine Tüte und schob Wespe eine Hand voll Bonbons über die Theke. >>Was für ein süßer kleiner Junge«<, sagte sie und zwinkerte Bo zu. »Blond wie ein Engel. Ist das dein Bruder?< »Nein<«<, Wespe schüttelte den Kopf, »das sind meine Vettern. Sie sind nur zu Besuch hier.<< hide. Prosper schob Bo hinter seinen Rücken, aber Bo schlüpfte unter seinem Arm durch und holte sich die Bonbons vom Ladentisch. >>Grazie! <<, sagte er, lächelte der alten Frau zu und hüpfte zu Pros- per zurück. >>Un vero angelo!«, sagte die Verkäuferin, während sie Wespes Geld in die Kasse legte. »Aber seine Mutter sollte ihm mal die Hosen stopfen, und wärmer anziehen müsste sie ihn auch lang- sam. Der Winter kommt. Habt ihr heute nicht den Wind in den Schornsteinen gehört?« »Wir richten es aus«, sagte Wespe und zwängte die Batterien in ihre voll gestopfte Einkaufstüte. »Einen schönen Tag noch, Signora.<< »Angelo!« Prosper schüttelte spöttisch den Kopf, als sie sich draußen wieder durchs Gedränge schoben. »Warum fallen bloß alle auf deine blonden Haare und dein rundes Gesicht herein, Bo?<< Doch sein kleiner Bruder streckte ihm nur die Zunge heraus, stopfte sich ein Bonbon in den Mund und hüpfte voraus. So schnell, dass die beiden Großen Mühe hatten, ihm zu folgen. Flink wie ein Fisch schlüpfte er zwischen all den Bäuchen und Beinen hindurch. >>Bo, nicht so schnell!«, rief Prosper ihm ärgerlich nach, aber Wespe lachte nur.;ja;de
Herr der Diebe;;4;Cornelia Funke;2000;Fantasy;Kinderbuch/Jugendliteratur;>> Wieso das denn nicht?<< Prosper zuckte die Achseln. »Ich weiß nicht. Ist nur so ein Gefühl. Ich trau dem Rotbart nicht.<< In dem Moment schob Barbarossa sich wieder durch den klimpernden Vorhang. »>Hier«, sagte er und hielt ihnen ein dickes Bündel Geldscheine hin. »Aber lasst es euch nicht stehlen auf dem Heimweg. Ihr wisst doch, all die Fremden da draußen mit ihren Fotoapparaten und dicken Geldbörsen ziehen die Diebe wie die Fliegen an.<< Die Jungen beachteten sein spöttisches Grinsen nicht. Prosper nahm das Geldbündel entgegen und betrachtete es unschlüssig. >>Du brauchst nicht nachzuzählen«<, sagte Barbarossa, als hätte er Prospers Gedanken erraten. »>Es stimmt. Ich habe lediglich den Glaskäfer abgezogen, den dein kleiner Bruder zerbrochen hat. Un- terschreib mir die Quittung hier. Ich hoffe, du kannst schreiben, oder?<< Prosper warf ihm einen ärgerlichen Blick zu und kritzelte seinen Namen auf den Block, den der Rotbart ihm hinhielt. Bei seinem Nachnamen zögerte er einen Augenblick, dann schrieb er einen falschen hin. >> Prosper «<, brummte der Rotbart. »Du kommst nicht aus Venedig, was?<< »Nein«, antwortete Prosper, warf sich die leere Tasche über die Schulter und ging zur Ladentür. »Komm, Riccio.« >>Gebt mir so bald wie möglich Nachricht wegen des Auftrags!<<, rief Barbarossa ihnen nach. >>Machen wir«, antwortete Prosper, obwohl er fest entschlossen war, Scipio nicht ein Wort von der Sache zu erzählen. Dann zog er die Ladentür hinter sich zu.;ja;de
